t(s),Average T volume 1,Total retention volume 1,Total solute volume 1,Total 1 volume 1
423573.3333333333,940.0000000001928,4.4403299900515136e+17,2.361709933448517e+16,4.204158996706659e+17
423603.3333333333,945.0000000001826,3.9856690898049434e+17,2.2117708984580024e+16,3.764491999959144e+17
423633.3333333333,950.0000000001932,3.5542501769837446e+17,2.056721117945568e+16,3.3485780651891936e+17
423663.3333333333,955.0000000001836,3.1479514220519936e+17,1.898486688683344e+16,2.958102753183664e+17
423693.3333333333,960.0000000001995,2.7682966833503318e+17,1.7390438263975156e+16,2.594392300710584e+17
423723.3333333333,965.0000000001907,2.416416086871629e+17,1.580362767275495e+16,2.2583798101440806e+17
423753.3333333333,970.000000000181,2.0930214285278592e+17,1.4243517863164766e+16,1.950586249896208e+17
423783.3333333333,975.0000000001974,1.7983963732941386e+17,1.2728034572830338e+16,1.6711160275658355e+17
423813.3333333333,980.0000000001813,1.532401182392784e+17,1.1273453942330052e+16,1.4196666429694848e+17
423843.3333333333,985.0000000001976,1.2944913192675816e+17,9893976689411628.0,1.1955515523734666e+17
423873.3333333333,990.0000000001882,1.0837488062114162e+17,8601388727807245.0,9.977349189333445e+16
423903.3333333333,995.0000000001786,8.989246855345173e+16,7404823909056480.0,8.248764464439536e+16
423933.3333333333,1000.0000000001952,7.384904481414437e+16,6310639077497261.0,6.753840573664715e+16
